01/01/2000	, 16.19
01/02/2000	, 15.81
01/03/2000	, 13.66
01/04/2000	, 12.93
01/05/2000	, 14.18
01/06/2000	, 15.65
01/07/2000	, 13.73
01/08/2000	, 15.23
01/09/2000	, 15.06
01/10/2000	, 15.88
01/11/2000	, 17.56
01/12/2000	, 17.05
01/01/2001	, 17.89
01/02/2001	, 17.34
01/03/2001	, 15.8
01/04/2001	, 14.96
01/05/2001	, 11.95
01/06/2001	, 9.43
01/07/2001	, 9.39
01/08/2001	, 7.51
01/09/2001	, 9.32
01/10/2001	, 8.36
01/11/2001	, 7.43
01/12/2001	, 6.29
01/01/2002	, 6.97
01/02/2002	, 7.91
01/03/2002	, 7.23
01/04/2002	, 5.76
01/05/2002	, 6.61
01/06/2002	, 7.3
01/07/2002	, 7.38
01/08/2002	, 6.68
01/09/2002	, 7.34
01/10/2002	, 7.66
01/11/2002	, 7.3
01/12/2002	, 6.88
01/01/2003	, 8.27
01/02/2003	, 9.04
01/03/2003	, 9.17
01/04/2003	, 7.86
01/05/2003	, 5.25
01/06/2003	, 5.2
01/07/2003	, 4.57
01/08/2003	, 4.45
01/09/2003	, 4.73
01/10/2003	, 5.11
01/11/2003	, 4.99
01/12/2003	, 6.06
01/01/2004	, 4.95
01/02/2004	, 5.57
01/03/2004	, 6.28
01/04/2004	, 5.98
01/05/2004	, 6.59
01/06/2004	, 6.57
01/07/2004	, 6.81
01/08/2004	, 7.21
01/09/2004	, 7.36
01/10/2004	, 7.76
01/11/2004	, 8.2
01/12/2004	, 8.5
01/01/2005	, 8.6
01/02/2005	, 9.15
01/03/2005	, 9.41
01/04/2005	, 9.63
01/05/2005	, 9.75
01/06/2005	, 9.63
01/07/2005	, 9.61
01/08/2005	, 9.6
01/09/2005	, 9.21
01/10/2005	, 8.91
01/11/2005	, 8.71
01/12/2005	, 8.22
01/01/2006	, 7.88
01/02/2006	, 7.61
01/03/2006	, 7.37
01/04/2006	, 7.17
01/05/2006	, 7.02
01/06/2006	, 7.02
01/07/2006	, 7.03
01/08/2006	, 7.03
01/09/2006	, 7.06
01/10/2006	, 7.05
01/11/2006	, 7.04
01/12/2006	, 7.04
01/01/2007	, 7.04
01/02/2007	, 7.04
01/03/2007	, 7.04
01/04/2007	, 7.01
01/05/2007	, 7.24
01/06/2007	, 7.2
01/07/2007	, 7.19
01/08/2007	, 7.2
01/09/2007	, 7.21
01/10/2007	, 7.2
01/11/2007	, 7.44
01/12/2007	, 7.44
01/01/2008	, 7.42
01/02/2008	, 7.43
01/03/2008	, 7.43
01/04/2008	, 7.44
01/05/2008	, 7.44
01/06/2008	, 7.56
01/07/2008	, 7.93
01/08/2008	, 8.18
01/09/2008	, 8.17
01/10/2008	, 7.74
01/11/2008	, 7.43
01/12/2008	, 8.02
01/01/2009	, 7.59
01/02/2009	, 7.12
01/03/2009	, 7.03
01/04/2009	, 6.05
01/05/2009	, 5.29
01/06/2009	, 4.98
01/07/2009	, 4.59
01/08/2009	, 4.49
01/09/2009	, 4.48
01/10/2009	, 4.51
01/11/2009	, 4.51
01/12/2009	, 4.5
01/01/2010	, 4.49
01/02/2010	, 4.49
01/03/2010	, 4.45
01/04/2010	, 4.44
01/05/2010	, 4.52
01/06/2010	, 4.59
01/07/2010	, 4.6
01/08/2010	, 4.52
01/09/2010	, 4.43
01/10/2010	, 4.03
01/11/2010	, 3.97
01/12/2010	, 4.3
01/01/2011	, 4.14
01/02/2011	, 4.04
01/03/2011	, 4.27
01/04/2011	, 4.28
01/05/2011	, 4.31
01/06/2011	, 4.37
01/07/2011	, 4.14
01/08/2011	, 4.05
01/09/2011	, 4.23
01/10/2011	, 4.36
01/11/2011	, 4.35
01/12/2011	, 4.34
01/01/2012	, 4.27
01/02/2012	, 4.32
01/03/2012	, 4.24
01/04/2012	, 4.29
01/05/2012	, 4.39
01/06/2012	, 4.34
01/07/2012	, 4.15
01/08/2012	, 4.13
01/09/2012	, 4.17
01/10/2012	, 4.21
01/11/2012	, 4.29
01/12/2012	, 4.05
01/01/2013	, 4.15
01/02/2013	, 4.19
01/03/2013	, 3.98
01/04/2013	, 3.82
01/05/2013	, 3.72
01/06/2013	, 3.78
01/07/2013	, 3.85
01/08/2013	, 3.84
01/09/2013	, 3.64
01/10/2013	, 3.39
01/11/2013	, 3.39
01/12/2013	, 3.29
01/01/2014	, 3.14
01/02/2014	, 3.16
01/03/2014	, 3.17
01/04/2014	, 3.23
01/05/2014	, 3.28
01/06/2014	, 3.02
01/07/2014	, 2.83
01/08/2014	, 2.77
01/09/2014	, 2.83
01/10/2014	, 2.9
01/11/2014	, 2.85
01/12/2014	, 2.81
01/01/2015	, 2.67
01/02/2015	, 2.81
01/03/2015	, 3.04
01/04/2015	, 2.97
01/05/2015	, 2.98
01/06/2015	, 2.96
01/07/2015	, 2.99
01/08/2015	, 3.04
01/09/2015	, 3.1
01/10/2015	, 3.02
01/11/2015	, 3.02
01/12/2015	, 3.14
01/01/2016	, 3.08
01/02/2016	, 3.36
01/03/2016	, 3.8
01/04/2016	, 3.74
01/05/2016	, 3.81
01/06/2016	, 3.81
01/07/2016	, 4.21
01/08/2016	, 4.24
01/09/2016	, 4.28
01/10/2016	, 4.69
01/11/2016	, 5.15
01/12/2016	, 5.61
01/01/2017	, 5.83
01/02/2017	, 6.06
01/03/2017	, 6.32
01/04/2017	, 6.5
01/05/2017	, 6.56
01/06/2017	, 6.82
01/07/2017	, 6.99
01/08/2017	, 6.94
01/09/2017	, 6.99
01/10/2017	, 7.03
01/11/2017	, 7.02
01/12/2017	, 7.17
01/01/2018	, 7.25
01/02/2018	, 7.4
01/03/2018	, 7.47
01/04/2018	, 7.46
01/05/2018	, 7.51
01/06/2018	, 7.64
01/07/2018	, 7.73
01/08/2018	, 7.73
01/09/2018	, 7.69
01/10/2018	, 7.69
01/11/2018	, 7.83
01/12/2018	, 8.02
01/01/2019	, 7.95
