01/01/2005	, 3.951
01/02/2005	, 3.773
01/03/2005	, 3.627
01/04/2005	, 3.363
01/05/2005	, 3.303
01/06/2005	, 3.482
01/07/2005	, 3.923
01/08/2005	, 3.670
01/09/2005	, 3.578
01/10/2005	, 3.385
01/11/2005	, 2.939
01/12/2005	, 2.770
01/01/2006	, 3.477
01/02/2006	, 3.745
01/03/2006	, 3.311
01/04/2006	, 3.195
01/05/2006	, 2.839
01/06/2006	, 3.258
01/07/2006	, 4.007
01/08/2006	, 3.872
01/09/2006	, 3.995
01/10/2006	, 3.817
01/11/2006	, 3.502
01/12/2006	, 3.316
01/01/2007	, 4.046
01/02/2007	, 4.051
01/03/2007	, 3.726
01/04/2007	, 3.513
01/05/2007	, 3.150
01/06/2007	, 3.281
01/07/2007	, 3.790
01/08/2007	, 3.831
01/09/2007	, 3.761
01/10/2007	, 3.771
01/11/2007	, 3.354
01/12/2007	, 3.106
01/01/2008	, 4.117
01/02/2008	, 3.888
01/03/2008	, 3.614
01/04/2008	, 3.479
01/05/2008	, 3.294
01/06/2008	, 3.367
01/07/2008	, 4.133
01/08/2008	, 4.056
01/09/2008	, 4.140
01/10/2008	, 4.171
01/11/2008	, 4.322
01/12/2008	, 4.024
01/01/2009	, 5.009
01/02/2009	, 5.238
01/03/2009	, 4.664
01/04/2009	, 5.055
01/05/2009	, 5.231
01/06/2009	, 4.975
01/07/2009	, 5.821
01/08/2009	, 6.145
01/09/2009	, 6.419
01/10/2009	, 5.670
01/11/2009	, 5.109
01/12/2009	, 4.729
01/01/2010	, 5.761
01/02/2010	, 5.280
01/03/2010	, 4.743
01/04/2010	, 5.347
01/05/2010	, 4.995
01/06/2010	, 4.921
01/07/2010	, 5.585
01/08/2010	, 5.415
01/09/2010	, 5.657
01/10/2010	, 5.481
01/11/2010	, 5.172
01/12/2010	, 4.936
01/01/2011	, 5.337
01/02/2011	, 5.338
01/03/2011	, 4.641
01/04/2011	, 5.130
01/05/2011	, 5.180
01/06/2011	, 5.400
01/07/2011	, 5.477
01/08/2011	, 5.705
01/09/2011	, 5.432
01/10/2011	, 4.993
01/11/2011	, 4.961
01/12/2011	, 4.506
01/01/2012	, 4.879
01/02/2012	, 5.280
01/03/2012	, 4.518
01/04/2012	, 4.857
01/05/2012	, 4.673
01/06/2012	, 4.751
01/07/2012	, 4.992
01/08/2012	, 5.327
01/09/2012	, 4.905
01/10/2012	, 5.030
01/11/2012	, 5.047
01/12/2012	, 4.395
01/01/2013	, 5.407
01/02/2013	, 4.750
01/03/2013	, 4.475
01/04/2013	, 4.961
01/05/2013	, 4.910
01/06/2013	, 4.999
01/07/2013	, 5.131
01/08/2013	, 5.183
01/09/2013	, 5.305
01/10/2013	, 5.009
01/11/2013	, 4.484
01/12/2013	, 4.266
01/01/2014	, 5.068
01/02/2014	, 4.661
01/03/2014	, 4.796
01/04/2014	, 4.851
01/05/2014	, 4.942
01/06/2014	, 4.815
01/07/2014	, 5.470
01/08/2014	, 5.188
01/09/2014	, 5.092
01/10/2014	, 4.775
01/11/2014	, 4.527
01/12/2014	, 3.757
01/01/2015	, 4.513
01/02/2015	, 4.325
01/03/2015	, 3.862
01/04/2015	, 4.313
01/05/2015	, 4.446
01/06/2015	, 4.405
01/07/2015	, 4.717
01/08/2015	, 4.680
01/09/2015	, 4.497
01/10/2015	, 4.551
01/11/2015	, 3.959
01/12/2015	, 3.962
01/01/2016	, 4.255
01/02/2016	, 4.140
01/03/2016	, 3.745
01/04/2016	, 3.801
01/05/2016	, 4.013
01/06/2016	, 3.917
01/07/2016	, 3.997
01/08/2016	, 3.976
01/09/2016	, 4.121
01/10/2016	, 3.666
01/11/2016	, 3.495
01/12/2016	, 3.377
01/01/2017	, 3.601
01/02/2017	, 3.343
01/03/2017	, 3.192
01/04/2017	, 3.465
01/05/2017	, 3.549
01/06/2017	, 3.286
01/07/2017	, 3.417
01/08/2017	, 3.515
01/09/2017	, 3.589
01/10/2017	, 3.508
01/11/2017	, 3.405
01/12/2017	, 3.147
01/01/2018	, 3.364
01/02/2018	, 3.173
01/03/2018	, 2.937
01/04/2018	, 3.386
01/05/2018	, 3.223
01/06/2018	, 3.373
01/07/2018	, 3.472
01/08/2018	, 3.457
01/09/2018	, 3.581
01/10/2018	, 3.265
01/11/2018	, 3.248
01/12/2018	, 3.358
01/01/2019	, 3.563
01/02/2019	, 3.293
01/03/2019	, 3.223
01/04/2019	, 3.498
01/05/2019	, 3.501
01/06/2019	, 3.565
01/07/2019	, 3.736
01/08/2019	, 3.706
01/09/2019	, 3.780
01/10/2019	, 3.691
01/11/2019	, 3.418
01/12/2019	, 2.905
01/01/2020	, 3.779
01/02/2020	, 3.530
01/03/2020	, 2.908
01/04/2020	, 4.686
01/05/2020	, 4.192
01/06/2020	, 5.492
01/07/2020	, 5.350
01/08/2020	, 5.257
01/09/2020	, 5.128
01/10/2020	, 4.708
01/11/2020	, 4.353
01/12/2020	, 3.790
01/01/2021	, 4.702
01/02/2021	, 4.397
01/03/2021	, 3.870
01/04/2021	, 4.652
01/05/2021	, 3.993
01/06/2021	, 4.023
01/07/2021	, 4.382
01/08/2021	, 4.326
01/09/2021	, 4.184
01/10/2021	, 3.949
01/11/2021	, 3.664
01/12/2021	, 3.514
01/01/2022	, 3.706
01/02/2022	, 3.741
01/03/2022	, 2.970
01/04/2022	, 3.034
01/05/2022	, 3.270
01/06/2022	, 3.348
01/07/2022	, 3.434
01/08/2022	, 3.533
